iter	Accuracy	Logloss
333	0.9438202247	0.1896826038
334	0.9438202247	0.1893890239
335	0.9438202247	0.1891918964
336	0.9438202247	0.1883013852
337	0.9438202247	0.1878212689
338	0.9438202247	0.187445926
339	0.9438202247	0.1873380643
340	0.9438202247	0.1872281522
341	0.9438202247	0.1868375339
342	0.9438202247	0.1862873361
343	0.9438202247	0.1860649357
344	0.9438202247	0.1854380597
345	0.9438202247	0.1848910985
346	0.9438202247	0.1846592345
347	0.9438202247	0.1844471302
348	0.9438202247	0.1836238573
349	0.9438202247	0.1830920405
350	0.9438202247	0.1828721427
351	0.9438202247	0.1825087045
352	0.9438202247	0.1824074613
353	0.9452247191	0.1819892718
354	0.9452247191	0.181659486
355	0.9452247191	0.1812391301
356	0.9452247191	0.180441974
357	0.9452247191	0.1801491261
358	0.9452247191	0.1798150929
359	0.9452247191	0.1792212772
360	0.9452247191	0.1788623012
361	0.9466292135	0.1784457442
362	0.9452247191	0.1780254046
363	0.9466292135	0.177198198
364	0.9466292135	0.1769790292
365	0.9480337079	0.1763901541
366	0.9466292135	0.1758699562
367	0.9466292135	0.1757392465
368	0.9480337079	0.1751812608
369	0.9494382022	0.1749061895
370	0.9494382022	0.1745305222
371	0.9480337079	0.1742131504
372	0.9494382022	0.1739556921
373	0.9494382022	0.1736374826
374	0.9494382022	0.172976526
375	0.9494382022	0.1728408258
376	0.9494382022	0.1720674199
377	0.9480337079	0.1717181522
378	0.9494382022	0.171158186
379	0.9494382022	0.1710406353
380	0.9494382022	0.1709679813
381	0.9494382022	0.1708903104
382	0.9494382022	0.1708246809
383	0.9494382022	0.1705036611
384	0.9494382022	0.1702278281
385	0.9494382022	0.169948913
386	0.9494382022	0.1694372493
387	0.9494382022	0.1690202418
388	0.9494382022	0.168782184
389	0.9494382022	0.1680626255
390	0.9494382022	0.1678166095
391	0.9494382022	0.1674181086
392	0.9494382022	0.1670618873
393	0.9494382022	0.1665683725
394	0.9494382022	0.1664842892
395	0.9494382022	0.1660865871
396	0.9494382022	0.1657334863
397	0.9494382022	0.1653504016
398	0.9494382022	0.165074994
399	0.9494382022	0.1647469817
400	0.9494382022	0.1645533402
401	0.9508426966	0.1643072187
402	0.9508426966	0.1642264928
403	0.9508426966	0.1636767363
404	0.9508426966	0.1632981095
405	0.952247191	0.1627608109
406	0.952247191	0.1624544966
407	0.952247191	0.1623128769
408	0.952247191	0.1621553564
409	0.952247191	0.162056076
410	0.952247191	0.1615646332
411	0.952247191	0.1614419642
412	0.952247191	0.1612248235
413	0.952247191	0.161015987
414	0.9508426966	0.1606069518
415	0.9508426966	0.1601645813
416	0.952247191	0.1599757883
417	0.952247191	0.159361656
418	0.952247191	0.1589315725
419	0.9550561798	0.1586455708
420	0.9550561798	0.1581793339
421	0.9564606742	0.1579164598
422	0.9564606742	0.1577670654
423	0.9564606742	0.1575505292
424	0.9564606742	0.157339743
425	0.9564606742	0.1570603264
426	0.9578651685	0.1563642248
427	0.9578651685	0.1561838904
428	0.9592696629	0.1559638481
429	0.9592696629	0.1558941027
430	0.9592696629	0.1552523952
431	0.9592696629	0.1548950907
432	0.9592696629	0.1545335646
433	0.9592696629	0.1543510077
434	0.9592696629	0.153912736
435	0.9592696629	0.1537199093
436	0.9592696629	0.15366969
437	0.9592696629	0.1534783526
438	0.9592696629	0.1533033548
439	0.9592696629	0.1526691427
440	0.9592696629	0.1520246709
441	0.9592696629	0.1517385481
442	0.9592696629	0.1516592278
443	0.9592696629	0.1514900843
444	0.9592696629	0.1510526905
445	0.9592696629	0.1507709483
446	0.9592696629	0.1505567539
447	0.9592696629	0.150309919
448	0.9592696629	0.1500281617
449	0.9592696629	0.1494699371
450	0.9592696629	0.1493599717
451	0.9592696629	0.1488841537
452	0.9592696629	0.1485054222
453	0.9592696629	0.1483843789
454	0.9592696629	0.1481698605
455	0.9592696629	0.1477426473
456	0.9592696629	0.1475223623
457	0.9592696629	0.1468652429
458	0.9592696629	0.1465476173
459	0.9592696629	0.1458034866
460	0.9592696629	0.1454083571
461	0.9592696629	0.1450741407
462	0.9592696629	0.144987845
463	0.9592696629	0.144492002
464	0.9592696629	0.144045881
465	0.9592696629	0.1436377525
466	0.9592696629	0.14358506
467	0.9606741573	0.1434807853
468	0.9606741573	0.1433606157
469	0.9606741573	0.1431123143
470	0.9606741573	0.1427379095
471	0.9606741573	0.1424939506
472	0.9606741573	0.1421350368
473	0.9606741573	0.1418797856
474	0.9606741573	0.1418185514
475	0.9606741573	0.1416588646
476	0.9606741573	0.1414212207
477	0.9606741573	0.1411996678
478	0.9606741573	0.1407167504
479	0.9606741573	0.1406717847
480	0.9620786517	0.1402614187
481	0.9620786517	0.1399899878
482	0.9620786517	0.1398950826
483	0.9620786517	0.1397065144
484	0.9620786517	0.1393542697
485	0.9634831461	0.1388676443
486	0.9634831461	0.1386975438
487	0.9634831461	0.1384729473
488	0.9634831461	0.1382727107
489	0.9634831461	0.1382181852
490	0.9634831461	0.1380643117
491	0.9620786517	0.1374782208
492	0.9620786517	0.1374071845
493	0.9620786517	0.137357465
494	0.9620786517	0.1371800436
495	0.9620786517	0.1369057221
496	0.9620786517	0.1367955299
497	0.9634831461	0.1363887119
498	0.9634831461	0.1361335563
499	0.9648876404	0.1358667716
