iter	Accuracy	Logloss
280	0.9395218003	0.1853460161
281	0.9395218003	0.1850705032
282	0.94092827	0.1844289935
283	0.94092827	0.1839968966
284	0.94092827	0.1837811139
285	0.94092827	0.1832939143
286	0.94092827	0.1831930918
287	0.9423347398	0.1828610959
288	0.9423347398	0.1821189705
289	0.9423347398	0.1815680317
290	0.94092827	0.1814697045
291	0.9423347398	0.1811593464
292	0.9423347398	0.1808704322
293	0.9423347398	0.1804072823
294	0.9437412096	0.1799345701
295	0.9451476793	0.1793114151
296	0.9451476793	0.1790927216
297	0.9451476793	0.178859558
298	0.9451476793	0.1785780649
299	0.9451476793	0.178306892
300	0.9451476793	0.1779157121
301	0.9451476793	0.1771670059
302	0.9451476793	0.1768297426
303	0.9451476793	0.1765272644
304	0.9451476793	0.1762315207
305	0.9451476793	0.1758298828
306	0.9451476793	0.1754048893
307	0.9451476793	0.1748936687
308	0.9451476793	0.1747587364
309	0.9451476793	0.1743932721
310	0.9451476793	0.1741586192
311	0.9451476793	0.1738255742
312	0.9451476793	0.1735269866
313	0.9451476793	0.173487654
314	0.9451476793	0.1729467578
315	0.9451476793	0.1725557937
316	0.9451476793	0.1723149406
317	0.9451476793	0.1721603473
318	0.9451476793	0.1719164309
319	0.9451476793	0.1718286269
320	0.9451476793	0.1714868883
321	0.9451476793	0.1713375854
322	0.9465541491	0.1711844084
323	0.9465541491	0.1709886696
324	0.9465541491	0.1702915722
325	0.9465541491	0.1698717423
326	0.9465541491	0.1697476099
327	0.9465541491	0.1694334044
328	0.9451476793	0.1688695693
329	0.9451476793	0.1683840396
330	0.9465541491	0.1680980221
331	0.9479606188	0.1678267805
332	0.9479606188	0.1673714241
333	0.9493670886	0.1669876635
334	0.9493670886	0.1664552718
335	0.9493670886	0.1663649889
336	0.9493670886	0.1661087997
337	0.9493670886	0.1660081731
338	0.9507735584	0.1647719979
339	0.9493670886	0.164187226
340	0.9493670886	0.1636719325
341	0.9507735584	0.1631757897
342	0.9507735584	0.1624744891
343	0.9507735584	0.162089805
344	0.9507735584	0.1619594883
345	0.9507735584	0.1615986582
346	0.9507735584	0.1613619271
347	0.9521800281	0.1610433496
348	0.9521800281	0.1609158966
349	0.9507735584	0.160537921
350	0.9507735584	0.1601251307
351	0.9507735584	0.1600356621
352	0.9507735584	0.1595582434
353	0.9521800281	0.1594127572
354	0.9535864979	0.1591147057
355	0.9549929677	0.1590522587
356	0.9549929677	0.1586030535
357	0.9549929677	0.1585230137
358	0.9549929677	0.1583586078
359	0.9549929677	0.1580039771
360	0.9578059072	0.1575960064
361	0.9578059072	0.1574626971
362	0.9592123769	0.1570365666
363	0.9592123769	0.1567628804
364	0.9592123769	0.1566428017
365	0.9592123769	0.1557658498
366	0.9592123769	0.155657461
367	0.9592123769	0.1552099462
368	0.9592123769	0.1549968525
369	0.9592123769	0.1545541625
370	0.9592123769	0.1542524959
371	0.9592123769	0.154133616
372	0.9606188467	0.1537855854
373	0.9606188467	0.1533155427
374	0.9606188467	0.152880403
375	0.9606188467	0.1528054305
376	0.9592123769	0.1524203969
377	0.9606188467	0.1519974018
378	0.9606188467	0.151452281
379	0.9606188467	0.1509678199
380	0.9606188467	0.1506376804
381	0.9606188467	0.1502623
382	0.9620253165	0.1499351494
383	0.9620253165	0.1496440441
384	0.9634317862	0.1492661507
385	0.9620253165	0.1490433941
386	0.9634317862	0.1488407525
387	0.9634317862	0.1476707872
388	0.9634317862	0.1471383864
389	0.9634317862	0.1469832678
390	0.9634317862	0.1468244649
391	0.9634317862	0.1464631796
392	0.964838256	0.1460097784
393	0.964838256	0.1455469816
394	0.964838256	0.1453022299
395	0.964838256	0.1452558311
396	0.964838256	0.145145529
397	0.9662447257	0.1448022927
398	0.9662447257	0.1443360365
399	0.9662447257	0.1440104199
400	0.9662447257	0.1438663353
401	0.9662447257	0.1436162745
402	0.9662447257	0.1434728164
403	0.9662447257	0.1432769837
404	0.9662447257	0.1430428044
405	0.970464135	0.1422512421
406	0.970464135	0.1420509242
407	0.9690576653	0.1419297461
408	0.970464135	0.1414339542
409	0.970464135	0.141323095
410	0.9718706048	0.1408113656
411	0.9718706048	0.1406305832
412	0.9718706048	0.1403330883
413	0.970464135	0.1403001574
414	0.970464135	0.1400673842
415	0.9718706048	0.1397034682
416	0.9718706048	0.1391363017
417	0.9732770745	0.1385884104
418	0.9732770745	0.1384093101
419	0.9732770745	0.1382245448
420	0.9732770745	0.1380118755
421	0.9732770745	0.1375396416
422	0.9732770745	0.1372280022
423	0.9732770745	0.1370425583
424	0.9732770745	0.1368688598
425	0.9746835443	0.1362408044
426	0.9746835443	0.1359240079
427	0.9746835443	0.1354775303
428	0.9732770745	0.1352259152
429	0.9732770745	0.1350970342
430	0.9732770745	0.1349172656
431	0.9732770745	0.1346796758
432	0.9732770745	0.1344481993
433	0.9732770745	0.1341723799
434	0.9718706048	0.1338503218
435	0.9718706048	0.1337347482
436	0.9732770745	0.133392377
437	0.9732770745	0.1332301372
438	0.9732770745	0.1329518425
439	0.9732770745	0.1327188117
440	0.9732770745	0.1325208587
441	0.9732770745	0.1323550601
442	0.9732770745	0.1321290506
443	0.9732770745	0.1317994376
444	0.9746835443	0.130979951
445	0.9746835443	0.1308592714
446	0.9746835443	0.1305604255
447	0.9760900141	0.1301433287
448	0.9760900141	0.1298631276
449	0.9760900141	0.129683113
450	0.9760900141	0.1295121274
451	0.9760900141	0.1294778662
452	0.9760900141	0.1290226289
453	0.9760900141	0.1287667301
454	0.9760900141	0.1285648507
455	0.9760900141	0.1283698301
456	0.9760900141	0.1282741609
457	0.9760900141	0.1277828174
458	0.9760900141	0.1276298075
459	0.9760900141	0.127315877
460	0.9760900141	0.1270970475
461	0.9760900141	0.1265148713
462	0.9760900141	0.1263169786
463	0.9760900141	0.1261955226
464	0.9760900141	0.1258779372
465	0.9760900141	0.1257793021
466	0.9760900141	0.1256434924
467	0.9760900141	0.1252971668
468	0.9760900141	0.1251914986
469	0.9760900141	0.1248777109
470	0.9760900141	0.1244587389
471	0.9760900141	0.1243742529
472	0.9760900141	0.124238127
473	0.9760900141	0.1241492173
474	0.9760900141	0.1240929183
475	0.9760900141	0.1235134825
476	0.9760900141	0.1233113656
477	0.9760900141	0.123171095
478	0.9760900141	0.1226873829
479	0.9760900141	0.1225317637
480	0.9760900141	0.122477661
481	0.9760900141	0.1222656456
482	0.9789029536	0.1217418235
483	0.9789029536	0.1210953858
484	0.9789029536	0.1208646414
485	0.9789029536	0.1207973809
486	0.9789029536	0.120343278
487	0.9789029536	0.1202865981
488	0.9789029536	0.1198885744
489	0.9789029536	0.119653743
490	0.9789029536	0.1195777478
491	0.9789029536	0.1193080663
492	0.9789029536	0.1188274716
493	0.9789029536	0.1186628069
494	0.9789029536	0.1186079131
495	0.9789029536	0.118407237
496	0.9789029536	0.1182782259
497	0.9789029536	0.1179119747
498	0.9789029536	0.1175255584
499	0.9789029536	0.1173517736
