iter	Passed	Remaining
170	575	1107
171	578	1103
172	582	1101
173	585	1097
174	589	1094
175	592	1091
176	596	1088
177	602	1089
178	608	1091
179	613	1090
180	617	1088
181	621	1085
182	624	1081
183	627	1077
184	630	1074
185	636	1073
186	639	1070
187	642	1066
188	646	1063
189	649	1059
190	653	1057
191	656	1053
192	659	1049
193	663	1046
194	666	1042
195	670	1039
196	673	1035
197	676	1031
198	679	1028
199	682	1024
200	685	1020
201	689	1016
202	692	1012
203	695	1008
204	698	1005
205	702	1002
206	705	998
207	709	995
208	715	995
209	721	996
210	725	994
211	728	989
212	731	985
213	734	981
214	738	978
215	742	975
216	745	972
217	749	968
218	752	965
219	755	961
220	758	957
221	761	953
222	765	950
223	768	946
224	771	943
225	776	941
226	779	937
227	782	933
228	786	930
229	790	927
230	792	923
231	796	919
232	800	916
233	802	912
234	806	909
235	809	905
236	813	903
237	817	899
238	820	896
239	825	894
240	828	890
241	831	886
242	835	883
243	839	880
244	842	876
245	846	873
246	848	869
247	852	865
248	855	861
249	857	857
250	860	853
251	864	850
252	867	846
253	870	843
254	873	839
255	877	836
256	880	832
257	883	828
258	886	825
259	889	821
260	894	819
261	897	815
262	900	811
263	903	807
264	907	804
265	910	800
266	914	797
267	917	794
268	920	790
269	923	786
270	925	782
271	927	777
272	930	774
273	933	770
274	937	766
275	940	763
276	943	759
277	946	755
278	949	752
279	953	749
280	956	745
281	960	742
282	963	739
283	967	735
284	970	731
285	973	728
286	977	725
287	980	721
288	983	718
289	989	716
290	993	713
291	996	710
292	1000	706
293	1002	702
294	1005	698
295	1010	696
296	1013	692
297	1017	689
298	1020	686
299	1023	682
300	1027	679
301	1031	675
302	1034	672
303	1037	669
304	1040	665
305	1044	662
306	1047	658
307	1051	655
308	1054	651
309	1059	649
310	1063	646
311	1066	642
312	1069	639
313	1073	635
314	1076	632
315	1078	628
316	1082	624
317	1085	621
318	1089	617
319	1092	614
320	1095	610
321	1099	607
322	1102	604
323	1106	601
324	1121	604
325	1126	601
326	1134	600
327	1138	597
328	1142	593
329	1145	589
330	1148	586
331	1151	582
332	1155	579
333	1159	576
334	1163	572
335	1166	569
336	1170	566
337	1175	563
338	1181	560
339	1188	559
340	1194	557
341	1199	554
342	1206	552
343	1212	549
344	1219	547
345	1225	545
346	1231	542
347	1238	540
348	1244	538
349	1251	536
350	1257	533
351	1263	531
352	1270	529
353	1276	526
354	1282	524
355	1289	521
356	1296	519
357	1303	516
358	1309	514
359	1315	511
360	1322	509
361	1329	506
362	1334	503
363	1338	499
364	1343	496
365	1347	493
366	1353	490
367	1356	486
368	1359	482
369	1362	478
370	1366	475
371	1370	471
372	1374	467
373	1376	463
374	1380	460
375	1385	456
376	1388	452
377	1391	449
378	1394	445
379	1397	441
380	1401	437
381	1404	433
382	1408	430
383	1411	426
384	1415	422
385	1419	419
386	1422	415
387	1426	411
388	1429	407
389	1434	404
390	1437	400
391	1440	396
392	1444	393
393	1450	390
394	1453	386
395	1457	382
396	1460	378
397	1463	375
398	1467	371
399	1470	367
400	1473	363
401	1476	360
402	1481	356
403	1485	352
404	1488	349
405	1491	345
406	1495	341
407	1499	338
408	1502	334
409	1505	330
410	1508	326
411	1512	323
412	1516	319
413	1519	315
414	1522	311
415	1526	308
416	1533	305
417	1539	302
418	1544	298
419	1550	295
420	1553	291
421	1559	288
422	1566	285
423	1572	281
424	1579	278
425	1583	274
426	1586	271
427	1590	267
428	1593	263
429	1600	260
430	1603	256
431	1606	252
432	1611	249
433	1615	245
434	1619	241
435	1624	238
436	1629	234
437	1632	231
438	1635	227
439	1638	223
440	1641	219
441	1645	215
442	1649	212
443	1652	208
444	1655	204
445	1658	200
446	1662	197
447	1665	193
448	1669	189
449	1674	186
450	1678	182
451	1681	178
452	1685	174
453	1691	171
454	1696	167
455	1699	164
456	1703	160
457	1707	156
458	1713	153
459	1717	149
460	1719	145
461	1722	141
462	1726	137
463	1729	134
464	1733	130
465	1736	126
466	1740	122
467	1744	119
468	1747	115
469	1750	111
470	1753	107
471	1756	104
472	1759	100
473	1764	96
474	1767	93
475	1771	89
476	1775	85
477	1778	81
478	1782	78
479	1785	74
480	1790	70
481	1794	67
482	1797	63
483	1800	59
484	1804	55
485	1808	52
486	1811	48
487	1815	44
488	1819	40
489	1824	37
490	1828	33
491	1832	29
492	1835	26
493	1839	22
494	1843	18
495	1846	14
496	1849	11
497	1853	7
498	1857	3
499	1860	0
