iter	Logloss
423	0.3217359363
424	0.321392021
425	0.3210041661
426	0.320729022
427	0.3201852884
428	0.3198958076
429	0.3196521206
430	0.3194281406
431	0.3190521605
432	0.3186724586
433	0.3182062303
434	0.3180582233
435	0.3178480045
436	0.3175402277
437	0.3170393998
438	0.3166425464
439	0.3163211805
440	0.3160397874
441	0.3157545255
442	0.3154715508
443	0.3151761403
444	0.3149751929
445	0.3146528245
446	0.3143933287
447	0.3140025505
448	0.3136632705
449	0.3132340941
450	0.3127144609
451	0.3123683131
452	0.3117674971
453	0.311123978
454	0.3107901462
455	0.3105516442
456	0.3101444018
457	0.3098670002
458	0.3095030051
459	0.3093550851
460	0.308916527
461	0.3086766198
462	0.3084954672
463	0.3082119124
464	0.3078028975
465	0.3075926209
466	0.307247443
467	0.3069058529
468	0.3065913592
469	0.3064638711
470	0.3059071776
471	0.3056907515
472	0.3055095572
473	0.3052427831
474	0.3046594737
475	0.3044076523
476	0.3042598108
477	0.3042508133
478	0.3040099861
479	0.3037802158
480	0.3035595125
481	0.3030675402
482	0.3027793819
483	0.3025711071
484	0.3023778598
485	0.3022272985
486	0.3018969305
487	0.3017867097
488	0.3016044606
489	0.3012730919
490	0.3011196307
491	0.300906838
492	0.3006105591
493	0.300089853
494	0.2996896513
495	0.2995069665
496	0.2992798554
497	0.298954607
498	0.2984863598
499	0.2980798041
500	0.2977238311
501	0.2974527326
502	0.2970169145
503	0.2964568931
504	0.2960528687
505	0.2957626456
506	0.2953237852
507	0.2951240194
508	0.2947847366
509	0.2946219419
510	0.2943661254
511	0.294084177
512	0.2939337078
513	0.2935590664
514	0.2934574589
515	0.2931580551
516	0.2927677628
517	0.2924502398
518	0.2922209806
519	0.2920333427
520	0.291583189
521	0.2913306516
522	0.2908471148
523	0.290615907
524	0.2903474597
525	0.2899988475
526	0.2897436472
527	0.2893169339
528	0.289142021
529	0.2887991442
530	0.2884518909
531	0.2882498695
532	0.2881045693
533	0.2876635923
534	0.2874529611
535	0.2873266662
536	0.2871363472
537	0.2869663815
538	0.2866648277
539	0.2864977667
540	0.2862204085
541	0.2858771703
542	0.2854539016
543	0.2852230105
544	0.2850414394
545	0.284644086
546	0.2844247742
547	0.2841247643
548	0.2839799943
549	0.283784068
550	0.2835847575
551	0.2832556837
552	0.2830657899
553	0.2828737678
554	0.2826993546
555	0.2824802379
556	0.2822177916
557	0.2819146312
558	0.2816106808
559	0.2813808607
560	0.2811221483
561	0.280758012
562	0.2803640107
563	0.2801614936
564	0.2798281972
565	0.2794892639
566	0.2792406145
567	0.2788889776
568	0.2786933555
569	0.2784372853
570	0.2782667762
571	0.2782435488
572	0.2777945506
573	0.2775051331
574	0.2773798204
575	0.2771247869
576	0.2768163371
577	0.2765603596
578	0.2763333051
579	0.2760000249
580	0.2758016403
581	0.2756219572
582	0.2752256086
583	0.2750216109
584	0.274805876
585	0.2746379251
586	0.2743056311
587	0.2742991881
588	0.274070183
589	0.2738362316
590	0.2736061816
591	0.2735839722
592	0.2734399129
593	0.2731816753
594	0.2729217647
595	0.2725406713
596	0.2723283235
597	0.2718907782
598	0.2716884806
599	0.2711254864
600	0.2710045774
601	0.2707477373
602	0.2704192826
603	0.2702563464
604	0.2699521842
605	0.2696101682
606	0.2692426745
607	0.2690467602
608	0.2686850497
609	0.2684279091
610	0.268072026
611	0.267901209
612	0.2677571771
613	0.2674503059
614	0.2674305469
615	0.2671879484
616	0.2669112038
617	0.2666996831
618	0.2664994903
619	0.2662603171
620	0.2659211669
621	0.2656072616
622	0.2652706079
623	0.2652432863
624	0.2650861972
625	0.2647127266
626	0.2643544116
627	0.2641025677
628	0.26394338
629	0.2636163027
630	0.2632435131
631	0.2630692108
632	0.2627835513
633	0.2626423588
634	0.2625197322
635	0.2623609831
636	0.262183997
637	0.2618604406
638	0.2615872034
639	0.2615443451
640	0.2612737994
641	0.2609361491
642	0.2607811441
643	0.2606529346
644	0.2604383808
645	0.2602653164
646	0.2601080897
647	0.259697877
648	0.2595231443
649	0.2593084065
650	0.258997667
651	0.2588049407
652	0.2585036819
653	0.2580352433
654	0.2576773834
655	0.2573822241
656	0.2571708941
657	0.2568592043
658	0.2566413778
659	0.2564741732
660	0.2560790677
661	0.2557597698
662	0.2554313217
663	0.2552054221
664	0.2548112447
665	0.2546089531
666	0.2542865335
667	0.2540674101
668	0.253840933
669	0.2535493325
670	0.2533616383
671	0.253213315
672	0.2530330932
673	0.2528914541
674	0.2526221218
675	0.2522105778
676	0.2519585164
677	0.251650329
678	0.2515289492
679	0.2514171251
680	0.2512650289
681	0.2509878973
682	0.2507195072
683	0.2505881637
684	0.2503729172
685	0.2501810831
686	0.2499120965
687	0.2497377529
688	0.249524453
689	0.2491257644
690	0.2488139285
691	0.2485266256
692	0.2481343753
693	0.2478544427
694	0.2477056111
695	0.2475109867
696	0.2472771562
697	0.2470601553
698	0.2469490683
699	0.2468033106
700	0.2466076658
701	0.2464647567
702	0.2462965977
703	0.2458847809
704	0.2455432697
705	0.2453854072
706	0.245179018
707	0.2449884778
708	0.2448439473
709	0.2445876496
710	0.2444904256
711	0.244312153
712	0.2439641518
713	0.2436549012
714	0.2434918404
715	0.2433362206
716	0.2431043972
717	0.2428685458
718	0.2426254014
719	0.242479863
720	0.2422377356
721	0.2420090608
722	0.241699543
723	0.2414907315
724	0.241350828
725	0.2411820731
726	0.2409584654
727	0.2406730075
728	0.2404391021
729	0.240152586
730	0.2399298169
731	0.2396469782
732	0.2395466043
733	0.2394336918
734	0.2392755507
735	0.2390192723
736	0.2388758059
737	0.2386438491
738	0.2381496603
739	0.2377323381
740	0.2374278264
741	0.2373236095
742	0.2372455617
743	0.2371279224
744	0.2368105076
745	0.2364825258
746	0.236364194
747	0.2360029697
748	0.2358626945
749	0.2356478792
750	0.2354870403
751	0.2351758796
752	0.2349239223
753	0.2348227877
754	0.2346939172
755	0.2344295698
756	0.2340782801
757	0.2339018911
758	0.2336732568
759	0.2334616714
760	0.2332603802
761	0.2330372703
762	0.2327685388
763	0.2326685373
764	0.2323260271
765	0.2320031964
766	0.2317803075
767	0.2316923289
768	0.2314010876
769	0.2312128618
770	0.2310902338
771	0.230971822
772	0.2307936747
773	0.2306137259
774	0.2304643968
775	0.2303393178
776	0.2301411684
777	0.2297771635
778	0.2296737955
779	0.2294588734
780	0.2291585985
781	0.2289648708
782	0.2287542344
783	0.2285961174
784	0.228378924
785	0.2281152273
786	0.2279470439
787	0.2276523014
788	0.2275107958
789	0.2271132837
790	0.2269824957
791	0.2266182762
792	0.2264609332
793	0.2261417468
794	0.2259261092
795	0.2258625126
796	0.2255628097
797	0.2253581497
798	0.2251876067
799	0.2250621343
800	0.2248374571
801	0.2247202441
802	0.2243464132
803	0.2241331577
804	0.2238107729
805	0.2235099999
806	0.2232555659
807	0.2231255623
808	0.2228797526
809	0.2226613741
810	0.2223633574
811	0.2222530279
812	0.2220455224
813	0.2219031885
814	0.2217402813
815	0.2216018614
816	0.2213813112
817	0.2210389306
818	0.2207911933
819	0.2206162237
820	0.2203935637
821	0.2202579628
822	0.220090378
823	0.2198631806
824	0.2195907081
825	0.2193126526
826	0.2192037992
827	0.2190123403
828	0.2188313172
829	0.2187477017
830	0.2186184207
831	0.2183691697
832	0.2180800234
833	0.2179185684
834	0.2176954624
835	0.2175215672
836	0.2173059041
837	0.2170423299
838	0.2167849831
839	0.2165984483
840	0.2162496849
841	0.2160537642
842	0.2158724303
843	0.2155200841
844	0.2153506023
845	0.2151922101
846	0.2148781807
847	0.2148422687
848	0.214694618
849	0.2146054557
850	0.2145070494
851	0.2142902086
852	0.2140428675
853	0.2139499994
854	0.2138087012
855	0.2136339373
856	0.2134525005
857	0.2132388319
858	0.2130636019
859	0.2128505223
860	0.21267796
861	0.2124140039
862	0.212273098
863	0.2118840614
864	0.211788302
865	0.2115745207
866	0.2112680181
867	0.2110622657
868	0.210995944
869	0.2108817992
870	0.2107736556
871	0.2106371015
872	0.2104823935
873	0.2103273977
874	0.2100841324
875	0.2098922154
876	0.209701989
877	0.2094140101
878	0.2092616104
879	0.2091444776
880	0.2089245195
881	0.2087911193
882	0.2086219244
883	0.2083666631
884	0.2081344651
885	0.208039103
886	0.2079091805
887	0.207563962
888	0.2074376535
889	0.2073449995
890	0.2072169026
891	0.2069653572
892	0.2067387055
893	0.2066066682
894	0.2064767682
895	0.2063511479
896	0.2061429345
897	0.2060908944
898	0.2058351307
899	0.2056151475
900	0.2054928009
901	0.2054058416
902	0.2051230945
903	0.2049725932
904	0.2047816624
905	0.2045767436
906	0.2044209439
907	0.2041972568
908	0.203988817
909	0.203723794
910	0.2034017183
911	0.2032647635
912	0.2031701145
913	0.2029372542
914	0.2027202157
915	0.2025212544
916	0.2023398776
917	0.2022243985
918	0.2020050248
919	0.201908371
920	0.2017237809
921	0.2016070383
922	0.2014677597
923	0.2013112377
924	0.2011976234
925	0.2009543596
926	0.2007961921
927	0.2006300108
928	0.2005483425
929	0.2003018536
930	0.2002619115
931	0.2000178048
932	0.1998164044
933	0.1994348961
934	0.1993127154
935	0.1991686742
936	0.199055368
937	0.1988931198
938	0.1985022132
939	0.1984132805
940	0.198243252
941	0.1981397478
942	0.1979495141
943	0.1978785894
944	0.1975151088
945	0.1974640904
946	0.1973909319
947	0.1970279911
948	0.1968338878
949	0.1966215261
950	0.1965729094
951	0.1964021403
952	0.196378103
953	0.1961988496
954	0.1959593548
955	0.1958012188
956	0.1955250397
957	0.1954684239
958	0.195344164
959	0.195292145
960	0.1952170004
961	0.1951098064
962	0.1950625195
963	0.1949299973
964	0.194722804
965	0.1946728427
966	0.1945675581
967	0.1944345769
968	0.1942214341
969	0.1939932856
970	0.1938710061
971	0.1937136078
972	0.1934571392
973	0.1933754875
974	0.1931707318
975	0.1930958056
976	0.1929858106
977	0.1929194902
978	0.1926636585
979	0.1925652496
980	0.1923944794
981	0.192181385
982	0.1918636891
983	0.1917934095
984	0.1914389512
985	0.1913504505
986	0.1912924722
987	0.1911329468
988	0.1909772931
989	0.1908920399
990	0.1908292514
991	0.1906987995
992	0.1905781909
993	0.1904796007
994	0.1904195113
995	0.1903739077
996	0.1901360783
997	0.1900370662
998	0.1899641488
999	0.1899045395
