iter	Accuracy	Logloss
237	0.9338959212	0.2154293499
238	0.9338959212	0.2154221094
239	0.935302391	0.2149489734
240	0.9381153305	0.2141451976
241	0.9381153305	0.21390359
242	0.9381153305	0.2126520199
243	0.9381153305	0.2120405906
244	0.9381153305	0.2118343838
245	0.9381153305	0.2112837383
246	0.9395218003	0.2100868491
247	0.9395218003	0.2094933509
248	0.9395218003	0.2094078673
249	0.94092827	0.2091607842
250	0.94092827	0.2087924815
251	0.9423347398	0.2078370361
252	0.9423347398	0.2068075508
253	0.9423347398	0.2060821187
254	0.9423347398	0.2056928268
255	0.9423347398	0.2054057434
256	0.9423347398	0.2049303716
257	0.9437412096	0.204290344
258	0.9437412096	0.2036895796
259	0.9437412096	0.2031813968
260	0.9437412096	0.2027595686
261	0.9437412096	0.2023235926
262	0.9423347398	0.2016395923
263	0.9437412096	0.201358483
264	0.9437412096	0.2011368464
265	0.9423347398	0.2007734905
266	0.9423347398	0.2003415894
267	0.9423347398	0.2001161689
268	0.9423347398	0.1992594041
269	0.9423347398	0.1986922907
270	0.9437412096	0.1980447952
271	0.9437412096	0.1979245654
272	0.9437412096	0.197115273
273	0.9437412096	0.1967561919
274	0.9437412096	0.1965711691
275	0.9437412096	0.196464157
276	0.9451476793	0.1958750956
277	0.9451476793	0.1955375621
278	0.9451476793	0.1953396194
279	0.9451476793	0.1943497461
280	0.9451476793	0.1940894887
281	0.9451476793	0.1936887276
282	0.9451476793	0.1932847698
283	0.9451476793	0.1928058703
284	0.9451476793	0.1926416516
285	0.9451476793	0.1923883183
286	0.9465541491	0.1920507528
287	0.9465541491	0.1919740117
288	0.9465541491	0.1915355209
289	0.9465541491	0.1912131286
290	0.9465541491	0.1909851084
291	0.9465541491	0.1906573389
292	0.9479606188	0.1894000171
293	0.9493670886	0.1891370621
294	0.9493670886	0.1889938801
295	0.9507735584	0.188510708
296	0.9507735584	0.1881437464
297	0.9521800281	0.1875907746
298	0.9521800281	0.1865119455
299	0.9521800281	0.1861882773
300	0.9521800281	0.18537191
301	0.9521800281	0.1849382333
302	0.9521800281	0.1848877427
303	0.9521800281	0.1844054372
304	0.9535864979	0.184083234
305	0.9521800281	0.1831385088
306	0.9521800281	0.1827312238
307	0.9549929677	0.182179537
308	0.9535864979	0.1820598164
309	0.9535864979	0.1819624475
310	0.9535864979	0.1814731757
311	0.9535864979	0.1813087028
312	0.9549929677	0.1809189901
313	0.9549929677	0.1804121343
314	0.9535864979	0.1800992924
315	0.9535864979	0.1795685511
316	0.9535864979	0.1790754544
317	0.9535864979	0.178753026
318	0.9535864979	0.178431837
319	0.9535864979	0.1781433362
320	0.9549929677	0.1777920671
321	0.9549929677	0.1773753822
322	0.9549929677	0.1771856602
323	0.9549929677	0.1767660769
324	0.9549929677	0.1760007471
325	0.9549929677	0.1757307626
326	0.9549929677	0.175451398
327	0.9549929677	0.1752093608
328	0.9549929677	0.1750426255
329	0.9549929677	0.1747533384
330	0.9549929677	0.1743453371
331	0.9549929677	0.1738291823
332	0.9549929677	0.1736274237
333	0.9549929677	0.1734159829
334	0.9549929677	0.172874786
335	0.9563994374	0.1723037025
336	0.9563994374	0.1719260862
337	0.9563994374	0.1717252436
338	0.9563994374	0.1715476342
339	0.9549929677	0.171230262
340	0.9563994374	0.1707565369
341	0.9563994374	0.1705422119
342	0.9563994374	0.1699234221
343	0.9549929677	0.1695859797
344	0.9549929677	0.1693963468
345	0.9549929677	0.1690264608
346	0.9549929677	0.1686478091
347	0.9563994374	0.1683270079
348	0.9592123769	0.1679952444
349	0.9592123769	0.1676497406
350	0.9592123769	0.1672926877
351	0.9592123769	0.1669186028
352	0.9592123769	0.1666029649
353	0.9592123769	0.1664947618
354	0.9592123769	0.1661388241
355	0.9592123769	0.1659601734
356	0.9592123769	0.1658822509
357	0.9592123769	0.1652060834
358	0.9592123769	0.1647285534
359	0.9592123769	0.1637217416
360	0.9606188467	0.16342928
361	0.9606188467	0.1630367814
362	0.9620253165	0.1627712115
363	0.9620253165	0.1624248019
364	0.9620253165	0.1621984439
365	0.9620253165	0.1619141943
366	0.9620253165	0.1616582048
367	0.9620253165	0.1608987847
368	0.9620253165	0.160658199
369	0.9620253165	0.1602373963
370	0.9620253165	0.1597662993
371	0.9620253165	0.1594289892
372	0.9634317862	0.1589380798
373	0.9634317862	0.1586670476
374	0.9634317862	0.15839565
375	0.9634317862	0.1580895187
376	0.9634317862	0.157824377
377	0.9634317862	0.1574547167
378	0.964838256	0.1572155172
379	0.964838256	0.1568517127
380	0.964838256	0.1561598631
381	0.964838256	0.155936457
382	0.964838256	0.1556927035
383	0.964838256	0.1553493864
384	0.964838256	0.1548837018
385	0.9662447257	0.1543099387
386	0.9662447257	0.1540548995
387	0.9662447257	0.153795357
388	0.9662447257	0.1535913942
389	0.9662447257	0.1532095778
390	0.9662447257	0.1526316897
391	0.9662447257	0.1524080896
392	0.9662447257	0.1519763906
393	0.9662447257	0.1519069864
394	0.9676511955	0.1509632451
395	0.9676511955	0.1505474934
396	0.9676511955	0.1501700793
397	0.9676511955	0.1499744039
398	0.9676511955	0.1496321322
399	0.9676511955	0.1494062547
400	0.9676511955	0.1491669306
401	0.9676511955	0.1489374356
402	0.9676511955	0.1483563177
403	0.9676511955	0.1480433762
404	0.9676511955	0.1474514979
405	0.9676511955	0.1472083446
406	0.9676511955	0.1467779588
407	0.9676511955	0.1464607477
408	0.9676511955	0.1457867876
409	0.9676511955	0.1452940745
410	0.9676511955	0.1451166818
411	0.9676511955	0.1447026675
412	0.9676511955	0.1442741902
413	0.9676511955	0.1440663682
414	0.9676511955	0.1437107722
415	0.9676511955	0.1434643686
416	0.9676511955	0.1431189549
417	0.9676511955	0.1423332825
418	0.9676511955	0.142187799
419	0.9676511955	0.1421201184
420	0.9676511955	0.1418516592
421	0.9676511955	0.1414827495
422	0.9690576653	0.141108365
423	0.9690576653	0.1404968472
424	0.9690576653	0.1404067825
425	0.9690576653	0.1401529251
426	0.9690576653	0.1398163486
427	0.9690576653	0.1397308008
428	0.9690576653	0.1395996043
429	0.9690576653	0.1393576324
430	0.9690576653	0.1389657086
431	0.9690576653	0.1386542938
432	0.970464135	0.138420061
433	0.970464135	0.1379256043
434	0.970464135	0.1372837344
435	0.970464135	0.1370768952
436	0.970464135	0.136718364
437	0.970464135	0.1366113974
438	0.970464135	0.1365263234
439	0.970464135	0.1361656361
440	0.9718706048	0.1359102261
441	0.9718706048	0.1354317914
442	0.9718706048	0.1351069086
443	0.9718706048	0.1349646501
444	0.9718706048	0.1348661898
445	0.9718706048	0.1345936083
446	0.9718706048	0.134471942
447	0.9718706048	0.1342592885
448	0.9718706048	0.1337997348
449	0.9718706048	0.1333956162
450	0.9718706048	0.133076977
451	0.9718706048	0.1329246396
452	0.9718706048	0.1326711919
453	0.9732770745	0.1324106855
454	0.9732770745	0.1316078803
455	0.9732770745	0.1312866183
456	0.9732770745	0.1311430606
457	0.9718706048	0.1308072634
458	0.9718706048	0.1304380057
459	0.9718706048	0.1303654927
460	0.9718706048	0.1302419505
461	0.9718706048	0.1298473842
462	0.9718706048	0.1293970957
463	0.9718706048	0.1293289803
464	0.9718706048	0.1292372403
465	0.9718706048	0.1289992311
466	0.9746835443	0.1287646116
467	0.9746835443	0.1286787989
468	0.9718706048	0.1285862469
469	0.9732770745	0.1284799557
470	0.9732770745	0.1280624606
471	0.9732770745	0.1277948216
472	0.9732770745	0.127526416
473	0.9732770745	0.1273016577
474	0.9732770745	0.1271283281
475	0.9732770745	0.12703439
476	0.9732770745	0.1269499349
477	0.9732770745	0.1267468163
478	0.9732770745	0.1266388151
479	0.9732770745	0.1263462043
480	0.9732770745	0.1262076077
481	0.9732770745	0.1259261468
482	0.9732770745	0.1257305295
483	0.9732770745	0.1255545443
484	0.9732770745	0.1251009334
485	0.9732770745	0.124888398
486	0.9732770745	0.1245763707
487	0.9732770745	0.1241841281
488	0.9732770745	0.123996755
489	0.9732770745	0.1237839397
490	0.9732770745	0.1235500816
491	0.9732770745	0.1232893674
492	0.9732770745	0.1231168547
493	0.9732770745	0.122880792
494	0.9732770745	0.1227344894
495	0.9732770745	0.1226301169
496	0.9732770745	0.1224643187
497	0.9732770745	0.1223635018
498	0.9732770745	0.1221892444
499	0.9732770745	0.1219195092
