iter	Passed	Remaining
0	4	2392
1	6	1607
2	7	1269
3	11	1404
4	14	1452
5	18	1489
6	21	1527
7	24	1513
8	27	1477
9	30	1473
10	31	1396
11	35	1448
12	38	1446
13	41	1445
14	44	1448
15	48	1478
16	51	1458
17	54	1455
18	56	1442
19	60	1460
20	63	1447
21	67	1458
22	70	1459
23	71	1417
24	74	1409
25	76	1395
26	79	1393
27	84	1422
28	86	1406
29	89	1401
30	91	1390
31	94	1382
32	99	1401
33	102	1401
34	103	1373
35	105	1364
36	108	1362
37	111	1356
38	112	1329
39	116	1338
40	118	1331
41	121	1320
42	122	1303
43	125	1299
44	128	1294
45	132	1309
46	135	1304
47	138	1300
48	141	1300
49	145	1306
50	147	1294
51	150	1295
52	153	1293
53	156	1292
54	159	1292
55	163	1299
56	166	1292
57	169	1292
58	171	1284
59	175	1289
60	179	1289
61	182	1286
62	184	1280
63	187	1273
64	191	1281
65	197	1297
66	200	1298
67	203	1290
68	205	1286
69	208	1279
70	213	1288
71	215	1283
72	221	1298
73	224	1291
74	229	1300
75	247	1382
76	252	1386
77	259	1403
78	265	1414
79	267	1403
80	270	1400
81	274	1397
82	277	1396
83	279	1382
84	281	1375
85	284	1367
86	285	1355
87	288	1351
88	290	1343
89	295	1345
90	298	1341
91	302	1339
92	304	1331
93	306	1324
94	310	1323
95	313	1319
96	316	1315
97	319	1311
98	322	1307
99	329	1317
100	337	1332
101	342	1336
102	347	1338
103	351	1337
104	353	1328
105	354	1319
106	358	1317
107	361	1311
108	364	1307
109	367	1302
110	369	1296
111	372	1290
112	375	1286
113	378	1282
114	382	1281
115	386	1279
116	389	1275
117	393	1273
118	394	1264
119	396	1256
120	399	1252
121	402	1246
122	407	1248
123	411	1246
124	414	1242
125	417	1240
126	421	1237
127	424	1234
128	428	1233
129	430	1224
130	432	1217
131	440	1228
132	442	1221
133	450	1231
134	456	1234
135	459	1229
136	462	1225
137	465	1219
138	467	1214
139	469	1206
140	473	1206
141	476	1200
142	479	1196
143	482	1192
144	485	1187
145	490	1189
146	492	1182
147	496	1182
148	500	1178
149	505	1178
150	507	1173
151	510	1168
152	512	1163
153	515	1158
154	518	1154
155	522	1151
156	525	1147
157	528	1143
158	531	1139
159	536	1139
160	540	1138
161	544	1135
162	546	1130
163	550	1127
164	554	1124
165	557	1121
166	560	1118
167	564	1115
168	567	1111
169	571	1108
170	574	1105
171	577	1100
172	579	1095
173	584	1094
174	587	1090
175	590	1086
176	594	1084
177	597	1080
178	602	1079
179	605	1076
180	608	1072
181	611	1068
182	613	1063
183	617	1061
184	621	1057
185	624	1053
186	628	1051
187	631	1048
188	636	1047
189	639	1044
190	643	1040
191	645	1036
192	651	1035
193	655	1034
194	661	1034
195	666	1034
196	671	1032
197	674	1029
198	680	1029
199	685	1027
200	687	1023
201	691	1019
202	693	1015
203	696	1010
204	700	1008
205	705	1006
206	707	1001
207	710	997
208	714	994
209	717	990
210	719	986
211	722	982
212	725	977
213	730	976
214	734	973
215	737	969
216	741	967
217	744	962
218	748	960
219	751	956
220	754	952
221	757	948
222	760	944
223	764	942
224	767	938
225	770	933
226	773	929
227	775	925
228	779	922
229	783	919
230	786	915
231	791	914
232	796	912
233	799	908
234	802	904
235	804	900
236	808	897
237	813	895
238	816	891
239	819	887
240	822	883
241	825	879
242	830	877
243	836	877
244	839	874
245	844	872
246	848	869
247	851	865
248	854	861
249	856	856
250	860	853
251	863	850
252	867	846
253	870	843
254	873	839
255	878	837
256	881	833
257	884	829
258	887	826
259	891	822
260	895	819
261	898	816
262	902	812
263	905	809
264	909	806
265	913	803
266	916	800
267	919	796
268	923	793
269	927	789
270	930	786
271	933	782
272	936	779
273	939	775
274	943	771
275	947	768
276	950	765
277	952	760
278	955	756
279	959	753
280	962	750
281	965	746
282	969	743
283	973	740
284	977	737
285	980	733
286	983	730
287	986	726
288	991	723
289	994	719
290	997	716
291	1000	712
292	1003	709
293	1008	706
294	1011	702
295	1014	699
296	1017	695
297	1021	692
298	1025	689
299	1028	685
300	1031	682
301	1035	678
302	1040	676
303	1043	672
304	1046	669
305	1049	665
306	1053	662
307	1057	659
308	1060	655
309	1063	651
310	1066	648
311	1071	645
312	1075	642
313	1078	638
314	1081	635
315	1084	631
316	1089	629
317	1093	625
318	1096	622
319	1100	618
320	1104	615
321	1107	612
322	1110	608
323	1113	604
324	1117	601
325	1121	598
326	1124	595
327	1128	591
328	1132	588
329	1136	585
330	1139	581
331	1142	577
332	1146	575
333	1149	571
334	1153	568
335	1156	564
336	1159	560
337	1163	557
338	1167	554
339	1172	551
340	1178	549
341	1185	547
342	1190	544
343	1196	542
344	1202	540
345	1206	536
346	1210	533
347	1213	529
348	1217	526
349	1223	524
350	1240	526
351	1245	523
352	1251	521
353	1255	517
354	1259	514
355	1263	511
356	1268	508
357	1271	504
358	1276	501
359	1279	497
360	1282	493
361	1286	490
362	1289	486
363	1293	483
364	1296	479
365	1301	476
366	1305	472
367	1307	469
368	1311	465
369	1315	462
370	1318	458
371	1321	454
372	1325	451
373	1328	447
374	1333	444
375	1335	440
376	1339	436
377	1342	433
378	1344	429
379	1349	426
380	1352	422
381	1355	418
382	1358	414
383	1361	411
384	1366	408
385	1372	405
386	1375	401
387	1379	398
388	1384	395
389	1387	391
390	1390	387
391	1392	383
392	1396	380
393	1400	376
394	1403	372
395	1406	369
396	1410	365
397	1414	362
398	1418	359
399	1421	355
400	1424	351
401	1428	348
402	1432	344
403	1435	341
404	1438	337
405	1441	333
406	1446	330
407	1449	326
408	1452	323
409	1455	319
410	1458	315
411	1462	312
412	1465	308
413	1470	305
414	1473	301
415	1477	298
416	1480	294
417	1482	290
418	1485	287
419	1488	283
420	1492	280
421	1496	276
422	1499	273
423	1502	269
424	1505	265
425	1510	262
426	1513	258
427	1517	255
428	1521	251
429	1524	248
430	1527	244
431	1530	240
432	1533	237
433	1536	233
434	1538	229
435	1542	226
436	1545	222
437	1548	219
438	1551	215
439	1555	212
440	1559	208
441	1563	205
442	1567	201
443	1570	198
444	1573	194
445	1577	190
446	1580	187
447	1583	183
448	1586	180
449	1590	176
450	1593	173
451	1595	169
452	1598	165
453	1601	162
454	1604	158
455	1608	155
456	1611	151
457	1614	148
458	1617	144
459	1620	140
460	1624	137
461	1626	133
462	1629	130
463	1632	126
464	1634	123
465	1638	119
466	1641	116
467	1644	112
468	1647	108
469	1651	105
470	1654	101
471	1658	98
472	1661	94
473	1665	91
474	1668	87
475	1672	84
476	1675	80
477	1678	77
478	1681	73
479	1684	70
480	1688	66
481	1690	63
482	1693	59
483	1697	56
484	1700	52
485	1704	49
486	1707	45
487	1710	42
488	1713	38
489	1716	35
490	1720	31
491	1723	28
492	1727	24
493	1729	21
494	1733	17
495	1737	14
496	1740	10
497	1744	7
498	1747	3
499	1752	0
