iter	Accuracy	Logloss
84	0.8691983122	0.3419711223
85	0.8691983122	0.3416888097
86	0.8691983122	0.3414959995
87	0.870604782	0.3408898351
88	0.8691983122	0.3408825045
89	0.8734177215	0.3398156017
90	0.8734177215	0.3387006548
91	0.8734177215	0.3379449949
92	0.8734177215	0.337344397
93	0.870604782	0.3363153096
94	0.8720112518	0.3357219683
95	0.870604782	0.3345302442
96	0.8677918425	0.3340017423
97	0.8677918425	0.3335341528
98	0.8677918425	0.3326807707
99	0.8691983122	0.3305646836
100	0.8691983122	0.3298483116
101	0.8691983122	0.3295095028
102	0.8734177215	0.3284332675
103	0.8734177215	0.327640093
104	0.8748241913	0.3270118517
105	0.8748241913	0.326919212
106	0.8748241913	0.3258866808
107	0.8748241913	0.3249425787
108	0.8734177215	0.3242049956
109	0.8720112518	0.3230388687
110	0.8734177215	0.3218242055
111	0.8748241913	0.3211623868
112	0.8748241913	0.3204643738
113	0.8748241913	0.3199992967
114	0.8748241913	0.3193188707
115	0.8748241913	0.3183839249
116	0.8776371308	0.3179797339
117	0.8776371308	0.3172485062
118	0.8776371308	0.3172447112
119	0.8776371308	0.3172103118
120	0.876230661	0.3161449564
121	0.8776371308	0.3156562591
122	0.8804500703	0.3140239336
123	0.8804500703	0.3126019079
124	0.8804500703	0.3123163945
125	0.8804500703	0.3118215835
126	0.8818565401	0.3105986615
127	0.8804500703	0.3099512817
128	0.8804500703	0.3095355166
129	0.8804500703	0.3094312159
130	0.8804500703	0.3093720277
131	0.8832630098	0.308647043
132	0.8832630098	0.3086447714
133	0.8832630098	0.3079686013
134	0.8832630098	0.3075348448
135	0.8846694796	0.3059482707
136	0.8846694796	0.3049519401
137	0.8832630098	0.304366762
138	0.8818565401	0.3037367298
139	0.8818565401	0.3036891696
140	0.8832630098	0.3020849321
141	0.8832630098	0.3016708474
142	0.8832630098	0.3012020839
143	0.8832630098	0.3003095537
144	0.8832630098	0.299338544
145	0.8832630098	0.2991564688
146	0.8832630098	0.2990569894
147	0.8832630098	0.2985997003
148	0.8832630098	0.2983264142
149	0.8832630098	0.2978606338
150	0.8832630098	0.2971182166
151	0.8832630098	0.2965857748
152	0.8832630098	0.2958887981
153	0.8846694796	0.2953781954
154	0.8846694796	0.2949947682
155	0.8860759494	0.2948282628
156	0.8860759494	0.2946710516
157	0.8874824191	0.2942826874
158	0.8874824191	0.2935175035
159	0.8846694796	0.293260384
160	0.8846694796	0.2925454781
161	0.8860759494	0.2920094795
162	0.8860759494	0.2915688493
163	0.8874824191	0.2905516115
164	0.8874824191	0.289574488
165	0.8874824191	0.2893787813
166	0.8874824191	0.2891896652
167	0.8874824191	0.288606853
168	0.8874824191	0.2880445615
169	0.8888888889	0.28671992
170	0.8888888889	0.2863509428
171	0.8888888889	0.2856899128
172	0.8902953586	0.2853646883
173	0.8917018284	0.2846387169
174	0.8917018284	0.2845921799
175	0.8931082982	0.2841988228
176	0.8945147679	0.2837179782
177	0.8931082982	0.2829556045
178	0.8931082982	0.2824269903
179	0.8931082982	0.2820230512
180	0.8931082982	0.2816309051
181	0.8945147679	0.2812491656
182	0.8959212377	0.2806648242
183	0.8959212377	0.2805269514
184	0.8959212377	0.2791705236
185	0.8959212377	0.2778143451
186	0.8959212377	0.2769931078
187	0.8959212377	0.2766098193
188	0.8959212377	0.2763513171
189	0.8973277075	0.2760558188
190	0.8987341772	0.2745777844
191	0.8987341772	0.274112516
192	0.900140647	0.2736881595
193	0.8987341772	0.2735454108
194	0.8987341772	0.2732492792
195	0.9015471167	0.2727065862
196	0.9015471167	0.2717582578
197	0.9029535865	0.2705641564
198	0.9029535865	0.2701271831
199	0.9043600563	0.2697647069
200	0.9043600563	0.2695465374
201	0.905766526	0.268677629
202	0.905766526	0.268318064
203	0.9071729958	0.267942999
204	0.905766526	0.267447548
205	0.905766526	0.2668937139
206	0.905766526	0.2666323144
207	0.905766526	0.2661604522
208	0.905766526	0.2659802429
209	0.905766526	0.2654432414
210	0.905766526	0.2640290961
211	0.905766526	0.2635473485
212	0.905766526	0.2632100967
213	0.905766526	0.2631511526
214	0.9071729958	0.2624940305
215	0.9071729958	0.2618434873
216	0.9071729958	0.2617663781
217	0.9071729958	0.2613988067
218	0.9085794655	0.2608363897
219	0.9085794655	0.2604785531
220	0.9085794655	0.2598196414
221	0.9085794655	0.2592701379
222	0.9085794655	0.258188028
223	0.9085794655	0.2570004945
224	0.9085794655	0.2565699145
225	0.9099859353	0.2561164749
226	0.9113924051	0.2556056912
227	0.9099859353	0.2548333062
228	0.9099859353	0.2543514443
229	0.9113924051	0.2540164402
230	0.9099859353	0.2536506697
231	0.9113924051	0.2532744618
232	0.9127988748	0.2523985101
233	0.9127988748	0.2518712032
234	0.9127988748	0.2518146163
235	0.9127988748	0.2516226768
236	0.9127988748	0.2507909323
237	0.9127988748	0.2501723624
238	0.9127988748	0.2496034516
239	0.9142053446	0.2493930234
240	0.9142053446	0.2492756623
241	0.9142053446	0.2488009863
242	0.9142053446	0.248567
243	0.9156118143	0.2479919259
244	0.9184247539	0.2472719417
245	0.9184247539	0.2466929404
246	0.9184247539	0.2463467341
247	0.9184247539	0.2459628767
248	0.9184247539	0.2457666064
249	0.9184247539	0.2453567276
250	0.9198312236	0.2443758931
251	0.9198312236	0.2434060207
252	0.9212376934	0.2430420917
253	0.9226441632	0.2424020223
254	0.9254571027	0.2411414012
255	0.9254571027	0.2410796375
256	0.9240506329	0.2409870782
257	0.9240506329	0.2406196125
258	0.9254571027	0.2398998598
259	0.9268635724	0.2393314087
260	0.9268635724	0.2385853126
261	0.9268635724	0.2384323545
262	0.9282700422	0.2374259355
263	0.9282700422	0.2356963462
264	0.9282700422	0.2347859142
265	0.9310829817	0.233518329
266	0.9338959212	0.2329567602
267	0.9324894515	0.231240798
268	0.9324894515	0.2309570053
269	0.9324894515	0.2307524946
270	0.9338959212	0.2303607709
271	0.935302391	0.2300628459
272	0.9338959212	0.2295611419
273	0.935302391	0.2283023246
274	0.935302391	0.2282256427
275	0.935302391	0.227763623
276	0.935302391	0.2274188419
277	0.935302391	0.2271464931
278	0.9381153305	0.2265613925
279	0.9367088608	0.2263772197
280	0.9367088608	0.2261257073
281	0.9381153305	0.2259387836
282	0.9367088608	0.2255089755
283	0.9367088608	0.2253557563
284	0.9367088608	0.2251441459
285	0.9367088608	0.2248691491
286	0.9367088608	0.2245397006
287	0.9367088608	0.2242327868
288	0.9367088608	0.2241854949
289	0.9381153305	0.2238709033
290	0.9367088608	0.2234692656
291	0.9367088608	0.2226788359
292	0.9367088608	0.2225168664
293	0.9381153305	0.2217118775
294	0.9381153305	0.2213903211
295	0.9381153305	0.221058395
296	0.9381153305	0.220797217
297	0.9381153305	0.2207605756
298	0.9395218003	0.2202616807
299	0.94092827	0.2193376065
300	0.94092827	0.2186793676
301	0.94092827	0.2184222822
302	0.9423347398	0.218228303
303	0.9423347398	0.2174117248
304	0.9437412096	0.2165405748
305	0.9437412096	0.2155258848
306	0.9437412096	0.215087615
307	0.94092827	0.2140342756
308	0.9437412096	0.2133233599
309	0.94092827	0.2120942682
310	0.94092827	0.2115883423
311	0.9451476793	0.2105259605
312	0.9437412096	0.2097249565
313	0.9423347398	0.2095229137
314	0.9423347398	0.2095052663
315	0.9465541491	0.2084673354
316	0.9465541491	0.2079521386
317	0.9465541491	0.2074435498
318	0.9465541491	0.2071854633
319	0.9465541491	0.2070604982
320	0.9493670886	0.2062295396
321	0.9493670886	0.2054045954
322	0.9493670886	0.205016991
323	0.9493670886	0.2044907995
324	0.9493670886	0.2041105585
325	0.9479606188	0.2036441966
326	0.9493670886	0.2034576339
327	0.9507735584	0.2033240053
328	0.9507735584	0.2029645305
329	0.9521800281	0.2024264301
330	0.9521800281	0.2021907747
331	0.9521800281	0.2015802776
332	0.9521800281	0.2008012821
333	0.9507735584	0.200339296
334	0.9521800281	0.1994712802
335	0.9521800281	0.1994604016
336	0.9521800281	0.1990098784
337	0.9521800281	0.1981875674
338	0.9493670886	0.1974421064
339	0.9479606188	0.1966882788
340	0.9479606188	0.1964519277
341	0.9479606188	0.1959868735
342	0.9479606188	0.195408285
343	0.9493670886	0.195037047
344	0.9493670886	0.1945245586
345	0.9493670886	0.1941724419
346	0.9521800281	0.193585095
347	0.9521800281	0.1930535388
348	0.9535864979	0.1922629051
349	0.9521800281	0.1917212785
350	0.9521800281	0.1910277043
351	0.9521800281	0.1904581939
352	0.9521800281	0.1903614293
353	0.9521800281	0.19004797
354	0.9521800281	0.1892834678
355	0.9507735584	0.1888242404
356	0.9507735584	0.1881350622
357	0.9507735584	0.1880178966
358	0.9507735584	0.1876313828
359	0.9507735584	0.1871351679
360	0.9507735584	0.1868532489
361	0.9507735584	0.1866493456
362	0.9507735584	0.1862471212
363	0.9507735584	0.1862195697
364	0.9507735584	0.1856644329
365	0.9507735584	0.1853330044
366	0.9507735584	0.1851098699
367	0.9507735584	0.1847695948
368	0.9521800281	0.1846981548
369	0.9521800281	0.1837303281
370	0.9535864979	0.1834951199
371	0.9521800281	0.1829684686
372	0.9521800281	0.182834935
373	0.9535864979	0.1827860997
374	0.9535864979	0.1822939122
375	0.9549929677	0.1820264576
376	0.9549929677	0.1818096741
377	0.9549929677	0.1810355165
378	0.9549929677	0.1805623531
379	0.9549929677	0.1803379629
380	0.9549929677	0.1799549707
381	0.9549929677	0.1793773226
382	0.9549929677	0.1790321822
383	0.9563994374	0.1787185929
384	0.9563994374	0.1783002385
385	0.9563994374	0.1779787205
386	0.9563994374	0.1778321903
387	0.9563994374	0.1771493962
388	0.9563994374	0.1768302225
389	0.9563994374	0.1764723402
390	0.9563994374	0.1762951987
391	0.9563994374	0.1753806921
392	0.9563994374	0.1746880885
393	0.9563994374	0.1744979733
394	0.9563994374	0.1740510725
395	0.9578059072	0.1738173701
396	0.9578059072	0.1737875691
397	0.9563994374	0.173705616
398	0.9578059072	0.1729448031
399	0.9578059072	0.1725422591
400	0.9578059072	0.1720660856
401	0.9592123769	0.1715101773
402	0.9592123769	0.1712701047
403	0.9592123769	0.170954045
404	0.9592123769	0.1706834266
405	0.9592123769	0.1701649949
406	0.9592123769	0.1700272079
407	0.9592123769	0.1700057385
408	0.9592123769	0.169725755
409	0.9592123769	0.1696610245
410	0.9592123769	0.1688567376
411	0.9592123769	0.1681955885
412	0.9592123769	0.1679218872
413	0.9592123769	0.1672734234
414	0.9592123769	0.1670459848
415	0.9592123769	0.166934108
416	0.9592123769	0.1666303886
417	0.9592123769	0.1665227834
418	0.9592123769	0.1661643342
419	0.9592123769	0.1658446641
420	0.9592123769	0.165813098
421	0.9592123769	0.1652959996
422	0.9592123769	0.165044165
423	0.9592123769	0.1645822665
424	0.9592123769	0.1643400741
425	0.9606188467	0.1639768164
426	0.9606188467	0.1636404634
427	0.9606188467	0.1635525516
428	0.9606188467	0.163364597
429	0.9606188467	0.162237379
430	0.9606188467	0.1618084768
431	0.9606188467	0.1615771921
432	0.9606188467	0.16103813
433	0.9606188467	0.1607198626
434	0.9606188467	0.1602430929
435	0.9620253165	0.1597284506
436	0.9620253165	0.1591878945
437	0.9620253165	0.159004726
438	0.9620253165	0.1587178199
439	0.9620253165	0.1584060829
440	0.9620253165	0.158071992
441	0.9620253165	0.1579769987
442	0.9620253165	0.1577224432
443	0.9620253165	0.1576174767
444	0.9620253165	0.1572724411
445	0.9620253165	0.1571892617
446	0.9620253165	0.1571007317
447	0.9620253165	0.1568818354
448	0.9620253165	0.1565100476
449	0.9620253165	0.1563365794
450	0.9620253165	0.1562358637
451	0.9620253165	0.155326301
452	0.9620253165	0.1551299508
453	0.9620253165	0.1543725852
454	0.9620253165	0.1535841518
455	0.9620253165	0.1529668327
456	0.9620253165	0.1528157723
457	0.9634317862	0.1523222333
458	0.9634317862	0.1519662824
459	0.9634317862	0.1517136948
460	0.9634317862	0.1514487279
461	0.9634317862	0.151351407
462	0.9634317862	0.1512734396
463	0.9634317862	0.1511774689
464	0.9634317862	0.1510067591
465	0.9634317862	0.1507835413
466	0.9634317862	0.1504833557
467	0.9634317862	0.1502791197
468	0.964838256	0.1501760171
469	0.964838256	0.1499801729
470	0.964838256	0.1497183243
471	0.964838256	0.1489386295
472	0.964838256	0.1486695392
473	0.964838256	0.1484309436
474	0.964838256	0.1482473905
475	0.964838256	0.1478155701
476	0.964838256	0.1474542917
477	0.964838256	0.1471263599
478	0.964838256	0.1467771013
479	0.964838256	0.1465944123
480	0.964838256	0.1462867751
481	0.964838256	0.1457827836
482	0.9662447257	0.1453215798
483	0.9662447257	0.1449819836
484	0.9662447257	0.1448956162
485	0.9662447257	0.144650393
486	0.9662447257	0.1442931962
487	0.9662447257	0.1442873129
488	0.9662447257	0.144090384
489	0.9662447257	0.1440669064
490	0.9662447257	0.1440044239
491	0.9662447257	0.1436565418
492	0.9662447257	0.1436031954
493	0.9662447257	0.1435122461
494	0.9662447257	0.1434085668
495	0.9662447257	0.1431585753
496	0.9662447257	0.1429543375
497	0.9662447257	0.1427729621
498	0.9662447257	0.1424475788
499	0.9662447257	0.1422253552
